,0
kulhydrat,4
kuli,2
kulinarisk,2
kuling,3
kulis,17
kulkæld,3
kulmin,35
kulmination,18
kult,2
kultfilm,2
kultur,140
kulturarv,3
kulturcent,1
kulturel,4
kulturelt,4
kulturforandring,1
kulturhus,6
kulturkamp,1
kulturliv,13
kulturminist,5
kulturområd,1
kulturordfør,4
kulturpolitik,2
kulturskift,1
kulturstudi,1
kulturstyr,4
kulturtilbud,3
kulturændring,7
kulør,6
kulørt,5
kum,2
kummer,1
kumwaenda,3
kun,8668
kunaf,2
kunand,2
kunbliv,2
kund,77
kundby,2
kundecent,2
kundegrup,1
kundeklub,1
kundekontaktcentr,3
kundeservicemedarbejd,4
kundskab,1
kunduz,8
kunhjertepatient,1
kuni,2
kunnebliv,3
kunnedemonstr,1
kunnefå,2
kunnegiv,2
kunnehan,1
kunnehjælp,1
kunnehun,3
kunneik,2
kunnelinda,2
kunnelæg,1
kunnemærk,2
kunnes,1
kunnetidentific,2
kunnetim,2
kunnetro,1
kunnettageså,1
kunneuddan,2
kunnevent,3
kunnevær,3
kuno,9
kunoverlev,1
kunpå,3
kunst,158
kunstfag,1
kunstfond,4
kunsthistori,2
kunstigkoma,1
kunstkonservator,1
kunstmarked,6
kunstn,21
kunstnerisk,11
kunstnerskab,1
kunstredaktør,2
kunstskat,1
kunstværk,3
kunså,1
kunz,1
kup,9
kupmag,2
kupon,2
kuprowski,1
kupé,1
kur,111
kurd,9
kurdisk,9
kurered,2
kuriosit,1
kuriøs,2
kurs,68
kursist,4
kursskift,1
kursus,28
kursusled,2
kurt,25
kurv,35
kurved,3
kurzman,4
kusin,23
kusk,2
kuskn,4
kutym,20
kuvert,5
kuvøs,20
kuwait,18
kvadratkilomet,2
kvadratmet,30
kvadratmeterpris,1
kval,5
kvalific,105
kvalifikation,20
kvalit,107
kvalitet,108
kvalitetsarbejd,2
kvalitetsbrist,3
kvalitetschef,1
kvalitetsdagtilbud,2
kvalitetsdatabas,9
kvalitetsforbedring,2
kvalitetsforskel,2
kvalitetsindhold,2
kvalitetskrav,2
kvalitetsløft,6
kvalitetsmodel,14
kvalitetsmål,2
kvalitetsprogram,6
kvalitetsreform,1
kvalitetsseri,2
kvalitetssikr,4
kvalitetssikring,1
kvalitetssikringsansvar,1
kvalitetsstyring,1
kvalitetssygeplejersk,2
kvalitetstid,1
kvalitetsudvikling,1
kvalitetsudviklingsprogram,3
kvalkved,1
kvalm,65
kvalmestil,6
kvalt,50
kvantemekanik,1
kvantespring,1
kvantit,5
kvart,77
kvartal,39
kvartalsnorm,4
kvartalsvækst,1
kvartergad,1
kvarterpå,2
kvartfinal,13
kvartil,4
kvickly,1
kvidr,2
kvik,7
kvikfik,1
kviklån,6
kviksølv,4
kviktest,8
kviktestcent,1
kvin,12
kvind,2467
kvinde,2
kvindeafdeling,3
kvindeafdelingernesøg,2
kvindeaktivist,1
kvindearbejd,1
kvindeblad,1
kvindecykling,2
kvindedomin,12
kvindefag,47
kvindefodbold,6
kvindefodboldhold,1
kvindefodboldspil,1
kvindeforkæmp,2
kvindefrigør,1
kvindefængsl,3
kvindehold,1
kvindehåndboldtræn,2
kvindei,1
kvindeideal,3
kvindejob,5
kvindekamp,2
kvindekit,3
kvindekollektiv,2
kvindekonferenc,2
kvindekrop,9
kvindelandshold,8
kvindeligehormon,1
kvindeløb,2
kvindemagasin,1
kvindemennesk,18
kvindemå,2
kvindenbliv,1
kvindenfør,2
kvindenogså,2
kvindenssyv,2
kvinderet,2
kvinderik,2
kvinderne,10
kvindernei,1
kvinderol,1
kvinderov,1
kvinderpå,2
kvinderselvmord,2
kvinderstop,2
kvindertil,1
kvindertoned,2
kvindesagsforkæmp,1
kvindesid,2
kvindeskik,1
kvindespil,2
kvindestem,6
kvindestudi,2
kvindesygdom,4
kvindesyn,2
kvindeting,2
kvindeundersøg,2
kvindeundertryk,3
kvindevar,1
kvinfo,1
kvist,21
kvistborg,1
kvistgaard,10
kvit,15
kvitterermed,6
kvittering,6
kvot,32
kvotaløn,2
kvoteflygtning,2
kvotesystem,1
kvotient,1
kvæg,4
kvægbrug,2
kvæggård,2
kvæl,34
kvælertag,18
kvælingsforsøg,2
kvælning,2
kvælningsmærk,1
kværndrup,9
kvæst,48
kvæsted,23
kvæstedejennif,2
kvæstningssår,2
kyi,16
kyis,4
kyiv,22
kyl,8
kyled,4
kylling,5
kyllingebryst,8
kyllingekød,2
kynd,2
kyndesgaard,1
kynisk,7
kyriaco,2
kyrylenko,6
kys,39
kyshånd,3
kyslivred,1
kyssed,15
kysseri,1
kyst,28
kystban,2
kystby,7
kystlinj,1
kystlivreddertjenest,3
kystpatruljering,1
kyststrækning,3
kystulv,3
kystvag,22
kyztsaok,3
kz,8
kähler,2
käthe,13
kål,5
kår,85
kåred,3
kæb,10
kæbehul,2
kæbekirurgisk,3
kæberasl,2
kæd,34
kædereaktion,6
kæft,14
kæk,4
kækt,3
kæl,3
kæld,63
kælderdør,2
kælderetag,1
kælderniveau,2
kælderområd,2
kælderrum,8
kældertrap,1
kæledyr,2
kæledæk,1
kælegris,1
kælenavn,79
kælk,2
kælling,3
kæmp,745
kæmpebød,1
kæmpebølg,1
kæmpechok,1
kæmped,99
kæmpefejl,3
kæmpeforskel,2
kæmpekrab,1
kæmpemusling,2
kæmpemæs,4
kæmpeomvæltning,2
kæmpeoplev,1
kæmpeproblem,1
kæmperhyt,8
kæmpesorg,2
kæmpestor,27
kæmpestorrød,1
kæmpestort,6
kæmpesuc,3
kæmpesug,4
kæmpeudfordring,3
kæmpevilla,2
kæmpevirvar,1
kænguru,4
kæp,1
kær,385
kæred,2
kærest,670
kærestedodi,1
kærestemed,3
kærestenicki,2
kæresteog,2
kærestepar,11
kærestesorg,1
kærestevold,1
kærkom,6
kærkomment,1
kærligeog,2
kærlighedsbobl,1
kærlighedsbrev,3
kærlighedserklæring,3
kærlighedsforhold,3
kærlighedsfyld,2
kærlighedsgav,2
kærlighedshistori,2
kærlighedsliv,6
kærlighedssorg,1
kærlighedsstorm,1
kærsgaard,4
kærshovedgård,4
kæææft,2
kölner,3
kø,68
køb,381
købe,31
købehavn,2
købekraft,4
københavn,1233
københavneri,4
københavnog,1
københavnpet,3
københavnsk,33
københavnsområd,3
københavnsuniversit,4
københavnsvej,1
købesok,1
købmagergad,1
købmand,13
købmandsgård,1
købskontrak,4
købspris,2
købt,136
kød,67
kødallergi,1
kødan,1
kødby,6
kødfar,2
kødgryd,2
kødkartotek,1
kødkontrol,8
kødrand,2
kødret,2
kødsov,2
køen,51
køenforan,1
køer,24
køern,5
køg,70
køged,3
køgefærg,1
køhlert,8
køik,1
køjeseng,1
køk,13
køkken,51
køkkenalrum,5
køkkenarbejd,2
køkkenassistent,1
køkkenbord,9
køkkenchef,4
køkkenforhold,1
køkkengulv,10
køkkenhav,4
køkkenhjælp,1
køkkenkniv,11
køkkenkonsulent,1
køkkenkunst,2
køkkenp,1
køkkenprojek,2
køkkenrulleholder,2
køkkenskuf,6
køkkenudstyr,1
køkkenvask,2
køkkenvindu,3
køl,46
køledisk,1
køleflad,1
kølelift,2
kølemåt,2
kølerum,12
køleskab,22
køleskabslåg,1
køleskabsmagnet,2
køleskib,2
kølevogn,6
køls,3
kølvand,78
køn,70
kønned,1
kønsbland,2
kønscel,1
kønsdel,10
kønsfordeling,5
kønsforsk,12
kønsforskel,8
kønsforskrækked,2
kønsgræns,1
kønshormon,2
kønsidentit,6
kønskor,3
kønskran,2
kønskvot,1
kønsmodn,1
kønsmæs,4
kønsneutral,1
kønsneutralt,1
kønsopdel,2
kønsopdelt,5
kønsopfat,2
kønsorgan,7
kønsskifteoperation,1
kønssygdom,27
kønstradition,1
kønsvort,18
kønt,8
kønum,1
kør,591
kørekort,15
kørekortattest,8
kørekortsattest,4
kørelær,2
køreplan,5
køreprøv,12
køreprøveattest,4
køreprøvesagkynd,1
køreskol,2
kørestol,112
kørestolsbrug,2
kørestolsrugby,2
køretim,2
køretur,37
køretøj,28
kørevid,2
kørsel,23
kørt,561
kørtei,2
kørtpå,1
køsystem,2
kühau,1
kühme,4
kühnau,78
la,89
laaaaangebro,1
laasxft,2
laatst,1
lab,1
laborant,8
laboratori,14
laboratorieprøv,2
laboratoriesvar,4
laboratorietest,1
laboratorium,12
labour,5
labr,2
labrador,3
lachel,6
lad,913
ladcykel,1
ladefoged,5
ladekarl,3
lademad,1
ladensted,1
laderfrokostpaus,3
ladt,7
ladvogn,1
lady,26
laeisz,2
laffrey,6
lafit,3
lag,57
lagd,211
lagdesit,2
lagdevæg,2
lagen,6
lagengymnastik,1
lagenstriml,4
lageransvar,3
lagerbeholdning,4
lagerbygning,2
lagerforvalt,24
lagerhal,15
lagermedarbejd,2
lagerområd,2
lagkag,12
lagn,4
lago,6
lagoni,5
lagov,1
lagr,18
lagt,406
lagtfor,2
lagu,4
lagun,2
lahn,2
lahood,2
lahor,4
lajgaard,4
lajo,16
lak,88
laktas,1
laktaseproduktion,1
laktos,3
laktosefri,2
laktoseintoleran,2
laktoseintolerant,1
lalleglad,2
lam,139
lama,2
lamar,1
lambart,2
lambert,31
lambrecht,4
lamin,2
lammed,10
lammetævi,2
lamp,10
lampe,4
lampedusa,3
lamslå,1
lamslåed,1
lanarkshir,1
lanc,48
land,2927
landarbejd,3
landberg,2
landboungdom,2
landbrug,92
landbrugsaftal,1
landbrugsjord,2
landbrugskol,2
landbrugsmaskinmekanik,2
landbrugsområd,1
landbrugspak,1
landbrugsskol,2
landbrugsstud,1
landby,1
landdag,4
landdistrik,26
landed,70
landedei,1
landedirektør,1
landegræns,3
landejendom,8
landemed,1
landendei,1
landesorg,4
landetforandred,3
landeti,1
landetnu,1
landetsudenrigsminist,2
landevej,17
landevejscykel,2
landgre,2
landgymnasi,2
landhandel,1
landing,21
landingsban,23
landingsplad,2
landingsstel,2
landingstillad,2
landjord,10
landkommun,3
landkort,2
landkrab,2
landmand,50
landmandsdat,3
landmin,1
landmål,1
landmænd,18
landmændpå,2
landområd,5
landpost,28
landret,2
landrut,3
landsat,1
landsbank,25
landsby,69
landsbyliv,2
landsbysamfund,2
landsbysammenhold,1
landsdel,9
landsdelsscen,1
landsdom,1
landsdæk,66
landsfad,1
landsforbund,5
landsforening,86
landsforeningog,1
landsforeningønsk,2
landsformandventil,4
landsforræd,2
landsforræderisk,1
landsgennemsnit,1
landsgennesnit,1
landshold,51
landsholdeti,2
landsholdschef,1
landsholdsfløj,7
landsholdskammerat,4
landsholdskarri,1
landsholdskollega,4
landsholdslæg,1
landsholdsløb,3
landsholdsspil,12
landsholdsspillernespræstation,3
landsholdstrup,1
landshut,6
landsindsamling,2
landskab,15
landskamp,11
landskampmod,3
landskend,11
landskoordin,1
landskrona,4
landskvind,1
landsled,2
landsmand,6
landsmænd,2
landsmød,12
landsmødesal,2
landsogn,1
landsomfat,2
landsomspænd,2
landspatientregist,2
landsplan,39
landspolitik,8
landspolitisk,5
landsr,92
landsret,113
landssammenslutning,7
landsstyr,2
landsted,37
landsting,2
landstingsal,1
landstræn,25
landstrænerklav,1
landsætning,2
landvinding,8
lang,2442
langbal,8
langbord,3
langdistanc,1
langdistanceløb,2
langdrag,3
langebro,6
langebæk,1
langed,10
langeland,5
langelund,5
langelundvar,1
langeskov,1
langeventetid,2
langhof,4
langhår,3
langrendsløb,2
langs,19
langsid,1
langsigted,10
langskaft,2
langsmur,1
langsom,47
langsomt,170
langsomtvirk,2
langsted,1
langstrak,13
langstrømp,9
langsø,1
langtbrev,2
langtd,1
langtfra,42
langtid,5
langtidsholdbar,3
langtidsled,22
langtidsmåling,2
langtidsmæs,1
langtidsperspektiv,1
langtidsplanlæg,2
langtidssyg,7
langtidssygemeld,5
langtidssygemelding,4
langtidsvirkning,1
langtmellem,2
langtrukn,1
langtræk,2
langtvar,1
langvad,4
langvar,71
langå,2
langærm,3
lanka,4
lansbury,2
lansing,2
lanternerlanded,2
lanza,16
lanzarot,18
laos,2
lap,11
lapham,1
lapland,1
laplandstur,1
lapped,2
lappeløsning,8
lar,629
larm,50
larmed,4
larmengav,1
larnaca,4
laros,2
larry,29
lars,364
larsbjørnssstræd,1
larsbjørnsstræd,1
larskan,2
larsson,12
larv,3
larvefød,2
larvelign,1
las,118
laserbehandling,2
laserly,1
laserlyg,1
laserlys,1
lasersværd,1
last,9
lastbil,44
lastbilchauffør,41
lastbilerud,2
lastbilkørekort,2
lastrum,4
lat,35
latent,1
lateral,3
latest,1
latif,4
latifa,2
latin,7
latina,1
latinamerika,13
latinamerikan,1
latinamerikansk,13
latini,6
latino,1
latinsk,4
latter,13
latterga,12
lattergaspatron,2
latterliggjort,12
latterliggør,2
lattermild,2
latterudbrud,1
laubuch,6
lauderdal,2
lauers,8
lauf,1
laug,2
lauges,2
laugh,1
laught,1
lauman,17
laur,19
laura,86
laurberg,2
laurbjerg,1
laurbær,2
laurent,2
laurid,1
laurids,16
laurits,23
lauritz,19
laurs,48
laurtiz,1
laurv,4
laust,38
lausterman,2
lausts,5
lautn,1
lautrup,42
lav,1906
laval,2
lavald,2
lavandeyra,1
lavatevi,2
lavdosis,3
laved,169
lavede,1
laver,2
laverbat,1
lavesom,1
lavest,56
lavestlønned,1
lavet,3
lavin,11
lavindkomstgrup,1
lavmeld,2
lavmælt,3
lavpraktisk,10
lavprisselskab,2
lavrov,4
lavt,89
lavtløn,2
lavtlønned,7
lavtlønsgrup,3
lavtlønsjob,1
lavtlønspulj,3
lavtryk,2
lavtuddanned,8
lavvand,2
law,4
lawend,1
lawrenc,2
lawri,2
laws,1
lawson,2
lawy,2
lazar,1
lazarus,3
lazear,2
lb,4
lbc,1
lbgti,1
ldlymmjoh,1
le,6
lea,27
lead,3
leadership,1
leadout,3
leagu,21
leah,5
lear,1
leased,1
leasing,2
leav,8
leaving,12
lebech,4
lebedeva,1
leczkowski,2
led,1427
ledbånd,2
leddeg,9
leded,7
ledelsedermed,2
ledelsekonsulent,1
ledelsenops,2
ledelsesambition,2
ledelsesansvar,6
ledelsesbeføj,1
ledelsesbeslutning,2
ledelsesfokus,1
ledelsesgab,4
ledelseslag,3
ledelsesmæs,9
ledelsesniveau,5
ledelsesproblem,2
ledelsesret,2
ledelsesrådgiv,2
ledelsesstil,1
ledelsesudvikling,3
ledelsesværktøj,1
ledelsesønskekandidat,2
lederakutmodtag,1
lederevn,1
lederindlæg,3
lederjob,8
lederkim,2
lederkursusdiplom,2
ledermød,1
lederpiet,3
lederrol,2
lederskab,7
lederstil,1
lederstilling,1
lederstyr,2
lederuddan,4
ledesforhandlingsfællesskab,1
ledeskommun,1
ledest,1
ledighedsfald,4
ledighedskø,1
ledighedsprocent,5
ledighedstal,1
ledning,16
ledoperation,1
ledsag,28
ledsagersk,4
ledsagetekst,4
ledsmert,3
ledt,54
lee,35
leen,6
leend,2
lees,2
leestil,2
leeuward,1
lef,1
left,1
leg,172
legaard,8
legacy,2
legalt,5
legat,2
legeaftal,7
legebarn,2
leged,17
legekammerat,5
legem,12
legemliggør,1
legemsangreb,1
legemsbeskadig,3
legemspulsår,9
legend,1
legendarisk,9
legeplad,17
legeplads,27
legerum,3
legesag,4
legesyg,1
legetøj,29
legetøjsmagnet,2
legetøjsproduk,2
legetøjsregl,2
legetøjstyveri,1
legeunderlag,2
legislation,1
legislatur,1
legitim,15
legitimation,2
legitimit,3
legitimt,5
lego,1
lehm,2
lehman,9
lehn,2
leia,1
leibeck,4
leibovitz,6
leif,23
leighton,1
lein,2
leipz,11
leisn,2
leisur,1
leithved,11
lej,442
lejd,1
lejebo,68
lejekontrak,2
lejelej,6
lejerbo,3
lejesoldat,1
lejlighed,1
lejlighedenvarifølg,2
lejlighedpå,3
lejlighedskompleks,6
lejlighedssalg,2
lejlighedsvis,3
lejr,105
lejrskol,1
leksikon,2
lekti,18
lektiecafe,1
lektiecafé,2
lektiehjælp,4
lektion,2
lektor,107
lem,9
lema,2
lemalu,1
lemfæld,1
lemlæst,2
lemlæsted,2
lemond,2
lemp,53
lemped,4
lemv,22
lemvigban,3
len,78
lena,28
lend,1
lenet,34
lenin,6
leningrad,1
lennart,9
lennon,156
lennox,1
lennoxsørged,1
lensgrev,1
lensgrevind,1
lenval,1
lenya,6
lenyahar,1
leo,29
leon,123
leonard,5
leonardo,5
leonhard,11
leonhardtmen,1
leonid,2
leopard,6
leopardmønstr,2
leopoldo,13
leponex,2
leptin,2
ler,2
lerag,3
lerbjergvej,3
lerch,11
lerdueskydning,2
lergravspark,6
lerking,7
leroy,2
les,2
lesbisk,11
lesbo,4
leschly,6
lesli,9
lesotho,3
lest,3
lesénécal,1
let,423
letban,3
letforstå,1
letgenkend,1
leth,6
letland,8
letleeliv,1
letpåvirk,3
letsind,2
letteat,1
letted,22
lettelsestår,2
letterman,2
lettest,4
letvægtsfly,2
leukæmi,19
leung,4
leur,1
leuv,1
lev,1295
levada,1
levakovic,13
levan,4
levant,7
leveald,8
levebrød,5
leved,86
levedag,1
levedeind,1
levedyg,8
level,2
levemåned,2
levendefød,6
levendefødsel,4
levenseindekliniek,1
leveranc,6
leverandør,30
leverbetænd,4
leverdonor,1
leveregl,1
levering,7
leveringsdyg,1
leverpostej,4
leverpostejmad,2
leverpostejsmad,1
leversygdom,3
levertran,6
levertransplantation,2
levestandard,3
levet,1
leveti,1
levetid,19
levevej,6
levevilkår,9
levevis,7
leveår,12
levied,2
levn,6
levy,2
lew,2
lewinsky,4
lewis,2
lews,1
lewy,1
lexington,2
ley,3
leyen,5
leyland,2
lezcano,4
león,6
lf,1
lfs,6
lfub,6
lgbt,17
lgbti,2
lgbtq,4
lh,16
lhyfetyi,3
li,10
liam,5
libanes,2
libanesisk,9
libanon,67
liberal,151
liberalerna,1
liberalisering,1
liberalism,1
liberalt,4
libergr,3
liberi,3
liberia,110
liberiansk,4
liberisk,15
libertad,1
liberty,2
librevil,6
liby,26
libysk,16
lic,2
licens,1
licensklinik,1
licensregl,2
licenstag,2
lichtenstein,3
lid,659
lidegaard,15
lidelsefor,1
lidelsesfuld,1
lidenskab,4
lider,2
liderligesom,1
liderund,1
lidl,2
lidocain,2
lidt,1789
lidtaf,1
lidtdu,1
lidtm,2
lie,73
liechtenstein,1
liedekerk,2
lies,3
lif,18
lifecoach,2
lifenews,2
lifshitz,2
lift,17
liftkort,2
lig,3919
liga,23
ligadyst,2
ligahold,2
ligaklub,1
ligament,2
ligaplad,2
ligaspil,2
ligbleg,2
ligdel,4
lige,2
ligefra,2
ligefrem,50
ligeglad,42
ligegyld,59
ligeled,92
ligeledesibevisfør,2
ligeledespå,1
ligeløn,20
ligelønsallianc,4
ligelønskomite,1
ligelønslov,2
ligelønspulj,4
ligemand,1
ligemeg,5
ligesinded,4
ligesom,676
ligesomcarolin,1
ligesommang,1
ligesomolivia,2
ligestil,10
ligestiling,2
ligestilled,2
ligestilling,32
ligestillingsdebat,4
ligestillingskamp,2
ligestillingsminist,12
ligestillingsministeri,8
ligestillingsmæs,1
ligestillingsområd,1
ligestillingsordfør,19
ligestillingsudvalg,1
ligeså,76
ligetil,3
ligetvar,3
ligeud,7
ligevar,1
ligevæg,1
ligeværd,6
ligfund,1
liggernær,2
liggestol,3
liggetid,2
lighed,2
lighedspunk,6
lighedstegn,1
lighedstræk,3
light,10
lightervæsk,1
lighus,19
lign,467
ligned,64
lignendekan,2
lignendeund,1
ligning,6
ligplet,2
ligpos,3
liguri,1
ligvogn,4
lik,93
likati,2
likes,1
likvid,4
likvideretaf,2
likvidering,3
lil,1315
lilholm,2
lilholt,1
lili,3
lilian,1
liliana,3
liliegre,5
lilja,2
liljeqvist,9
lilla,18
lillablå,1
lillebit,11
lillebrod,2
lillebror,90
lilleby,20
lillebæk,6
lillebælt,27
lillefing,2
lillehjern,1
lillejuleaft,5
lillemand,4
lillep,3
lilleput,1
lillestrømvej,1
lillesøst,90
lilli,9
lillian,4
lily,2
lim,6
lima,5
limbo,1
limburg,1
limerick,2
limit,2
limkild,2
limkildemenerligesom,1
limon,1
limousin,9
lin,565
lina,1
linaa,2
lincoln,5
lind,171
linda,70
lindahl,4
lindberg,11
lindbjerg,24
lindeberg,8
lindebjerg,1
lindegaard,11
lindeidøm,2
lindekild,2
lindel,6
lindeman,7
lindenberg,3
lindevej,1
lindgaard,2
lindgr,2
lindhard,3
lindhof,2
lindhold,2
lindholm,16
lindholmd,2
lindholmogjohan,2
lindr,15
lindring,2
lindrup,1
lindsay,3
lindsey,2
lindskov,2
linehoffmeyerl,1
linek,2
lineselv,2
linesigvards,2
lineær,1
ling,23
linguistically,1
lini,1
linj,107
linjeløb,2
link,27
linked,2
linketh,2
linkin,12
linksboks,2
linköping,2
linoleumsgulv,1
lins,4
lintz,49
linus,2
lion,1
lip,2
lippert,21
lippestad,3
lis,185
lisa,93
lisb,20
lisbetdahl,1
lisbeth,141
lisbjerg,3
lisby,1
liselot,36
lisikova,1
lissa,2
list,234
listepris,1
lit,44
litau,6
literary,6
literblod,2
litervis,3
litflblog,1
litteratur,16
litterær,2
littl,31
littlehorn,2
littlei,1
littleton,1
liv,3243
livag,6
liveblog,2
livecent,15
lived,2
livedækning,1
livefunktion,2
livemusik,2
liverpool,14
livestreamed,2
livet,2
livgard,6
livgiv,2
livi,7
living,2
livlin,1
livløs,74
livmod,48
livmoderen,2
livmoderhals,2
livmoderhalskræft,24
livmoderhalskræftscreening,2
livmoderhalskræftundersøg,2
livmoderkræft,1
livmor,2
livog,1
livorno,1
livred,51
livreddertårn,1
livrem,5
livrent,2
livret,2
livsbegiven,3
livsbegræns,2
livsbekræft,8
livsbeting,1
livsdefin,1
livsdrøm,8
livserfaring,6
livsfar,116
livsfilosofi,2
livsforlis,2
livsforlæng,24
livsforløb,2
livsfunktion,2
livsfør,3
livsglad,11
livsglæd,19
livsgnist,4
livshistori,10
livsindkomst,17
livsindtæg,2
livskraftudvalg,2
livskris,6
livskul,1
livskvalit,49
livskvalitet,6
livslang,42
livslinj,4
livslyst,1
livsmod,4
livsnerv,1
livsnyd,2
livsnødvend,9
livsnødvendigmedicinsk,1
livsomstænd,2
livsomvælt,2
livsoprethold,1
livsred,1
livssituation,1
livsstil,41
livsstilog,1
livsstilsprogram,1
livsstilssygdom,2
livsstilsændring,5
livssyn,6
livstegn,20
livstestament,4
livstid,80
livstidsdom,22
livstidsdømt,1
livstidsfængsel,1
livstidsstraf,10
livstil,1
livstilsændring,1
livstru,88
livstrued,3
livsudvikling,1
livsvar,12
livsvarigtfængsel,4
livsvig,30
livsvilkår,2
livsændr,5
livsændring,1
livvag,2
liza,2
lizet,23
lizetterisgaard,1
lizzi,8
ll,1
llega,2
lloyd,1
lmvfekubqr,1
lmwwptjx,1
lnatwuf,1
lo,101
loadingtid,1
loai,2
lobby,6
lobbyarbejd,1
lobbyfirma,1
lobbyist,5
local,2
locationmanag,31
loch,4
lock,2
lockard,4
lockdown,10
lockout,173
lockouted,3
lockoutfår,6
lockoutgæld,3
lockoutsats,3
lockoutsituation,2
lockoutvarsel,2
lockoutvarsl,7
lockoutvil,7
lod,124
lodg,6
lodi,2
lodr,10
lodret,2
loe,4
lofot,3
loft,82
lofthous,2
loftlift,5
log,44
logbog,4
logged,3
logging,1
loggningssystem,1
logik,10
login,2
logisk,8
logistik,16
logistikarbejd,2
logistikchef,12
logistisk,4
logivært,2
logning,2
logo,9
logsystem,2
lohan,2
lohs,1
lois,1
lok,25
lokal,427
lokaladministration,2
lokalavis,16
lokalbedøv,12
lokalbefolkning,5
lokalbestyr,3
lokalbrugs,1
lokaldemokrati,2
lokalis,4
lokalitet,3
lokalkend,1
lokalmedi,4
lokalmiljø,1
lokalområd,10
lokalplan,3
lokalplanerneog,1
lokalplankrav,1
lokalplanlæg,1
lokalplanlægning,1
lokalpoliti,3
lokalpolitik,9
lokalpres,4
lokalregering,11
lokalråd,1
lokalsamfund,25
lokalsamfundsprojek,3
lokalsport,2
lokalstyr,2
lokalt,55
lokaltog,1
lokalvalg,1
lokation,2
lokked,8
lokkemad,2
lokkemiddel,1
loko,14
lokolk,2
lokomotivfør,2
lokum,1
lola,4
lolland,128
lom,38
loma,4
lombardi,26
lomhold,1
lomholt,12
lommelyg,2
lommepeng,6
lommetørklæd,3
lon,62
london,153
londonreal,2
long,14
longhi,1
longo,1
longyearby,3
lonka,1
looij,1
look,7
lopez,2
loppemarked,3
lord,4
lorentz,4
lorenz,7
lorenzin,2
lorenzo,1
loretta,4
lori,2
lorini,4
lorinis,2
lorry,77
lort,51
lorteplad,1
lortesituation,3
lortevirus,2
los,177
losning,2
lost,10
lot,83
lotion,4
lotteri,7
lotto,8
lou,2
louie,78
louies,32
louis,203
louisa,6
louisiana,76
louisvil,2
louisvilleprimærvalg,27
lov,1053
lovbehandling,2
lovbøg,2
love,1
loved,75
lovermolly,2
lovettsvil,27
lovform,1
lovforslag,94
lovfæst,1
lovgiv,6
lovgivning,102
lovgivningsmæs,7
lovgrundlag,3
lovhjemmel,6
lovindgreb,133
lovjungl,1
lovkatalog,4
lovkrav,2
lovliggør,3
lovløs,2
lovmand,2
lovmæs,6
lovning,3
lovovertræd,3
lovpak,1
lovplig,4
lovpris,2
lovprogram,2
lovregulering,1
lovsam,2
lovsekretariat,3
lovstof,1
lovtekst,3
lovændring,16
lovén,27
low,2
loyal,15
lozano,2
lp,6
ltf,4
lual,6
luang,23
luc,1
luca,113
lucca,18
lucia,4
luciabrud,1
luciadag,2
luciakran,2
luciaoptog,5
lucky,2
lucy,6
lud,30
ludersøn,2
ludfat,2
ludobrik,3
ludogor,1
ludot,4
ludvigs,1
ludw,2
lue,1
lueer,3
luella,1
luf,3
luft,269
luftangreb,24
luftbas,15
luftbomb,2
luftbombardement,1
luftbro,3
luftbår,5
lufted,6
luftemboli,4
luftfart,7
luftfarti,2
luftfartsskol,2
luftfiltr,1
luftflask,8
luftforsvar,4
luftfoto,3
luftfug,4
lufthansa,6
lufthansafly,2
lufthav,1
lufthavn,153
lufthavnsområd,2
lufthavsmyndighed,2
luftkastel,1
luftkvalitet,1
luftkysafsted,2
luftlag,1
luftmadra,2
luftning,2
luftpistol,18
luftrens,5
luftrum,7
luftrør,11
luftrørsforgrening,1
luftsiren,5
luftskib,2
lufttank,2
lufttryk,1
luftvej,22
luftvejsinfektion,6
luftvejslid,1
luftvejsproblem,1
luftvejssymptom,2
luftvåb,6
luftwaf,3
lug,46
lugli,4
lugn,17
lugo,1
lugt,94
lugted,14
lugtenerv,2
lugteog,4
lugtesan,27
lugtesans,17
lugtstof,1
luhansk,1
luigi,7
luir,2
luis,9
luk,726
luka,10
lukasgraham,1
lukashus,39
lukasjenko,1
lukevil,2
lukked,231
lukkedag,1
lukkedebag,2
lukkeded,2
lukketidspunk,1
lukning,19
lukr,2
lukrativ,4
lukrativt,2
luksus,13
luksushest,1
luksushotel,6
luksussejlbåd,1
lul,3
luleå,1
lum,3
lumbalpunktur,1
lumil,3
lumpur,2
lumr,3
lumsk,2
lun,12
luna,28
lunardi,2
lund,224
lundag,3
lundby,4
lunderskov,3
lundevej,2
lundgr,48
lundgre,1
lunding,2
lundquist,4
lundstrøm,1
lundtoftegad,1
lundén,11
lundénhar,1
lundéni,1
lundø,22
lunefuld,2
lung,204
lungeafdeling,7
lungebehandling,3
lungebetænd,57
lungeemboli,2
lungeforening,13
lungefunktion,13
lungefunktionsundersøg,2
lungeinfektion,9
lungekapacit,3
lungekirurgisk,3
lungeklap,1
lungeklinik,2
lungekræft,23
lungekræftpak,1
lungemedicinsk,36
lungepatient,2
lungeproblem,3
lungeredning,4
lungerog,2
lungesv,2
lungesydom,1
