titles,sub_header,h2,content,author,tag,date,link,source
Overlæge om Sundhedsplatformen: Skrot det system,"Sundhedsplatformen gør det umuligt at være nærværende for patienterne, siger overlæge. ",Overlæge: Gået over til at skrive notater i hånden,"Har du været på sygehuset i for eksempel Nykøbing Falster, men er blevet rask, så kan det tage flere timer at blive udskrevet, nu hvor det nye IT-system Sundhedsplatformen er blevet indført i Region Sjælland. Det fortæller overlæge Michael Halder. Han er vred og kalder det en katastrofe, at lægerne skal bruge så lang tid på at lave udskrivningsbrevene: - Gang på gang er der problemer med medicinlisterne. Så må jeg ringe til help-desk eller en superbruger. Nogle gange kan de hjælpe, andre gange ikke. Jeg bruger ofte 2-3 timer på at udskrive en patient. Det er i den grad frustrerende i en travl hverdag. - Det system kommer aldrig til at fungere. Jeg siger som indianerne: Hvis du opdager, at du rider på en død hest, så stå af. Skrot det system, siger overlægen. Formanden for Regionen Sjællands nye arbejdsmiljøudvalg, Gitte Simoni fra Dansk Folkeparti, afviser at skrotte Sundhedsplatformen, men beklager at lægerne oplever så store problemer: - Jeg tror, de skal give sig lidt mere tid til at lære det, siger hun. Men det giver formanden for overlægeforeningen, Lisbeth Lintz, ikke meget for: - Det her handler ikke om, at lægerne ikke kan finde ud af IT. De er vant til at arbejde med IT- systemer. Sundhedsplatformen er vanvittig ulogisk og tidsrøvende, siger hun. Da Sundhedsplatformen blev indført, var det tanken, at lægen skulle sidde overfor patienten med computeren og skrive direkte ind i systemet. Men den metode har overlæge Michael Halder droppet: - Mine patienter er palliative. Det vil sige, at vi har opgivet helbredende behandling, men fokuserer på lindrende behandling. Nu skal de sammen med de pårørende have ro til at indstille sig på, at deres sygdom fører til døden. Jeg kan ikke være nærværende og sidde og tale med patienter og pårørende om meget tunge ting og så samtidig sidde med næsen inde i computeren. Det fungerer slet ikke. - Desuden sker det ofte, at man ender i en sløjfe eller blindgyde og bruger mindst et kvarter på at komme videre. Jeg kan ikke bevare mine patienters tillid i en følsom situation, hvis jeg skal bruge så meget energi på at løse computerproblemer, siger han. Derfor er han gået over til at skrive notater på papir under samtalen med patienterne. Så må han skrive det ind i Sundhedsplatformen, når han får tid senere. Michael Halder siger som mange af sine kolleger, at systemet er udtænkt af teoretikere, der ikke kender arbejdsgangen på et sygehus: - Der er så mange krav om dokumentation, som kun har ét formål - at holde lægen fri i et eventuelt sagsanlæg. Det er et amerikansk system, hvor der er voldsomme dokumentationskrav på grund af mange forsikringssager. - Det giver ingen mening i Danmark, og det er dybt frustrerende, at jeg skal sidde 6-8 timer foran computeren på en arbejdsdag. Den tid går fra mine patienter og min fritid. Jeg sidder her ofte til ud på aftenen, siger overlægen. Opdateret: Det fremgik af et citat, at overlægen havde opgivet behandling af palliative patienter. Det er ikke korrekt. Det er helbredende behandling, de har opgivet, for i stedet at fokusere på lindrende behandling.",Henny Mortensen,Sjælland,2018-01-25T07:51:00+00:00,https://www.dr.dk/nyheder/regionale/sjaelland/overlaege-om-sundhedsplatformen-skrot-det-system,DR
Sygeplejersker skjuler deres efternavn: Frygter trusler og chikane ,"Flere sygehusafdelinger tillader, at personalet kun viser fornavn på navneskilte. ",,"Sygeplejersker og andre ansatte på Sydvestjysk Sygehus og Sygehus Sønderjylland oplever trusler og chikane i hverdagen. Det har fået mange til at fjerne efternavnet fra deres navneskilte, som de bærer på kitlerne. Én af dem er Jane Tøt, der er sygeplejerske ved den fælles akutmodtagelse på Sydvestjysk Sygehus. Når hun går på arbejde, hedder hun bare Jane. -Ind imellem bliver vi truet. Det er ikke alle patienter, der ønsker os det lige godt. Nogle synes, vi er urimelige. Nogle tror, at de kan få noget ud af at opsøge os privat. Jeg kender faktisk nogen, hvor det er sket. I de tilfælde er det meget rart, at det ikke er nemt for dem at finde mig. Ansatte som Jane Tøt har enten sat et klistermærke henover efternavnet eller fået lavet et nyt skilt, der blot viser fornavnet. Der skal nemlig kun et fuldt navn til, før patienterne kan finde private oplysninger om personalet på Facebook eller andre sociale medier. -Jeg er den eneste Jane Tøt, der findes. Så hvis man søger på mit navn, er jeg nem at finde. Jeg er nem at finde adresse og telefonnummer på, og jeg er nem at finde på de sociale medier. Googler du mit navn, dukker der billeder op af mig, fortæller hun. Af hensyn til sikkerhed På Sydvestjysk Sygehus er det op til de forskellige afdelinger, hvorvidt personalet skal bære synligt fornavn og efternavn, mens det på Sygehus Sønderjylland drøftes, hvorvidt det skal gøres valgfrit. Det fortæller HR-chef Thorkild Christiansen. - Vi har medarbejdere, som har haft nogle oplevelser, hvor de har følt sig truet og har været bekymrede for, om de kunne blive opsøgt af de pågældende patienter og pårørende. Derfor har de haft et ønske om at være anonymiseret, siger han. Selvom patienterne ikke nødvendigvis får at vide, hvad deres behandler hedder til efternavn, er det underordnet i denne sammenhæng, siger Thorkild Christiansen. -Vi tror, det er vigtigere, at man ved, hvilken type medarbejder det er. Om det er en læge, sygeplejerske eller en sekretær, de taler med. Vi mener, der er et hensyn at tage til medarbejdernes sikkerhed og tryghed, for at de kan udføre deres hverv tilstrækkeligt, siger han. Handler om etik I psykiatrien i Region Syddanmark skal alle derimod gå med både for- og efternavn på navneskiltet. Andet ville være et udtryk for mistillid, siger administrerende sygehusdirektør Charlotte Josefsen fra Psykiatrisygehuset. Hun pointerer, at det også handler om etik. - Vi synes, der er god etik i, at vores patienter og pårørende kan se, hvilke medarbejdere de har med at gøre. Det argument forstår John Christiansen, der er kredsformand for Dansk Sygeplejeråd i Sydjylland godt, men han mener også, etikken går den anden vej. Patienterne skal respektere de ansatte på sygehusene og de psykiatriske afdelinger og slet ikke gøre det nødvendigt, at de ansatte vil gemme deres efternavn - Etikken er jo også den anden vej. Hvordan skal jeg som borger etisk forholde mig til de ansatte, der udfører et professionelt stykke arbejde, når jeg ikke møder dem på arbejde?, lyder det fra John Christiansen.",Julie Bender Thomsen,Syd- og Sønderjylland,2018-02-05T07:57:00+00:00,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-skjuler-deres-efternavn-frygter-trusler-og-chikane,DR
,,,,,,,https://www.dr.dk/nyheder/tema/socialdemokratiets-udlaendingereform,DR
,,,,,,,https://www.dr.dk/nyheder/tema/tildaekningsforbud,DR
Frankrig advarer om flere store angreb i Europa,"Der vil med sikkerhed komme flere store angreb i Europa, advarer den franske premierminister.
",Store angreb mod Frankrig i 2015,"De europæiske lande kan godt forberede sig på, at militante grupper vil gennemføre flere store angreb, lyder det advarende fra Manuel Valls, der er Frankrigs premierminister. - Vi er - det mærker vi alle - trådt ind i en ny æra, der er karakteriseret ved en varig tilstedeværelse af hyperterrorisme, siger Valls på den årlige sikkerhedskonference i München. - Vi må være fuldt bevidste om truslen og reagere med stor styrke og stort klarsyn. Der kommer angreb. Storstilede angreb. Det er sikkert. Hyper-terrorisme er kommet for at blive, mener premierministeren fra Paris. Frankrig blev i fjor ramt af to store terrorangreb. Første gang i januar 2015, da satiremagasinet Charlie Hebdo og et jødisk supermarked blev ramt. 16 mennesker blev dræbt af tre terrorister, der desuden dræbte en kvindelig betjent i Paris-forstaden Montrouge. I november blev 130 mennesker dræbt, da en gruppe jihadister fra Islamisk Stat (SI) sprængte selvmordsbomber og åbnede ild flere steder i den franske hovedstad. /ritzau/AFP",,Udland,2016-02-13T08:47:00+00:00,https://www.dr.dk/nyheder/udland/frankrig-advarer-om-flere-store-angreb-i-europa,DR
Uret tikker i overenskomstforhandlinger: ”Det er lidt op ad bakke”,"Forhandlingerne i staten og om lærernes arbejdstid fortsætter, men knasterne er store.",Betalt frokost kan være på bordet Lærerformand vil ikke have flere krise-overenskomster,"Chefforhandlerne på lønmodtagersiden mødtes søndag morgen i fagforeningen HK’s hovedkvarter på Islands Brygge i København. Her blev erfaringerne fra de første runder af forhandlinger med Kommunernes Landsforening, regionerne og Staten delt. Forhandlinger, der ifølge fagbosserne er svære, trækker ud og er fyldt med knaster, der betyder, at der endnu ikke er landet nogen aftaler. I Finansministeriet forhandler de statsansattes topforhandler, Flemming Vinther, med Sophie Løhde, der er minister for offentlig innovation, om en ny overenskomstaftale. En forhandling hvor kravet om løn adskiller parterne, mens den betalte spisepause også er på bordet. - Man skal selvfølgelig have gjort sig store anstrengelser, hvis man ikke har opdaget, at det her ser svært ud, siger Flemming Vinther, der er formand for Centralorganisationernes Fællesudvalg forud for søndagens forhandlinger. Rigtig mange offentligt ansatte har i årevis haft betalt frokostpause, men det har bare ikke stået i overenskomsten. Moderniseringsstyrelsen har for nylig i et brev gjort det klart, at man anser den betalte frokostpause for at være et personalegode, der kan opsiges. Det største benspænd i forhandlingerne er formentlig kampen om at få nok i lønningsposen. Organisationerne på lønmodtagerområdet har nemlig indgået en musketer-ed, der betyder, at lønniveauet skal hæves på tværs af forhandlingerne på det kommunale, regionale og statslige område. På det kommunale område står lærerformand Anders Bondo Christensen igen i spidsen for forhandlingerne med Kommunernes Landsforening. Kravet om en ny aftale for lærernes arbejdstid står øverst på listen over krav, sammen med flere penge til de offentligt ansatte. For ikke alene skal Anders Bondo Christensen forsøge at lande en aftale til lærerne, han er også udpeget som leder af det kommunale forhandlingsfællesskab, der kræver mere i løn. - Vi har lige fået at vide, at der er fundet en masse penge, så der er plads til to storebæltsbroer til. Så er der også plads til penge til de offentlige ansatte. Det skal vi opleve, siger Anders Bondo Christensen og fortsætter: - Vi har haft tre kriseoverenskomster i rap. Ved den her overenskomst skal vi i mål med lønstigninger, som også kan ses ude hos den enkelte i kommune, stat og regioner. Det er en fælles kamp på tværs af sektorerne. Lærerformanden forudser store knaster forude. Samtidig nærmer forhandlerne på både lønmodtager og arbejdsgiversiden sig en deadline. For hvis ikke fagforeningerne kan nå til enighed med kommuner, regioner og staten, lurer en storkonflikt. Deadline for at varsle lockout eller strejke er 28. februar, hvis den skal varsles til 1. april, hvor de nuværende overenskomster udløber. Det har indtil videre ikke været muligt at få en kommentar fra innovationsminister Sophie Løhde.",Nicolas S. Nielsen,Politik,2018-02-18T12:46:00+00:00,https://www.dr.dk/nyheder/politik/uret-tikker-i-overenskomstforhandlinger-det-er-lidt-op-ad-bakke,DR
,,,,,,,https://www.dr.dk/nyheder/tema/styrtdyk-pa-aktiemarkedet,DR
,,,,,,,https://www.dr.dk/nyheder/tema/hojtbegavede-born-overses,DR
Afvarsling af beredskabsmeddelelse fra brand i Nyborg,,,,Casper Martin Henriques,,2018-02-13 00:00:00,https://www.dr.dk/nyheder/brand-i-farligt-affald-i-virksomhed-i-nyborg?focusId=3751134,DR
Afvarsling af beredskabsmeddelelse fra brand i Nyborg,,,,Casper Martin Henriques,,2018-02-13 00:00:00,https://www.dr.dk/nyheder/brand-i-farligt-affald-i-virksomhed-i-nyborg?focusId=3120714,DR
Big science: Videnskabens tunge drenge samlet i Danmark,"Ni af de vigtigste, store forskningsinstitutioner i Europa mødes i København i dag og i morgen for at snakke om verdens helt store forsknings- og udviklingsprojekter.",Stor videnskab skal løse store problemer Almindelige virksomheder skal lege med,"Det er ikke hver dag, at de øverste direktører fra Europas største og mest betydningsfulde forskningsinstitutioner mødes. Og endnu sjældnere er det, at de åbent viser frem, hvad deres forskellige organisationer arbejder på i de kommende år. Det var faktisk ret unikt, da ni direktører en efter en gik på scenen til Big Science Business Forum i København tidligere i dag, og hver især fortalte, hvordan deres forskellige store videnskabsinstrumenter skal opgraderes de næste par år. Big Science er en betegnelse for forskning der er helt ude på kanten af det mulige, hvor man skal bruge store og enormt komplicerede maskiner og mange penge for at gøre nye opdagelser. Tænk på CERNS ringformede partikelaccelerator, der er 26 kilometer i omkreds, som forskere bruger til at undersøge atomers mindste bestanddele. Eller tænk på det kommende ELT-teleskop, der med sine 30 meter brede spejle skal kigge længere ud i universet end vi mennesker nogensinde har kunnet før. Den slags projekter kræver ekstrem know how. Og det er branchen samlet i København for at udveksle. Dybest set handler den type forskning om at blive klogere på vores univers, og på, hvordan vi kan løse de problemer vi står med akut, siger direktøren for XFEL, verdens kraftigste røntgenmikroskop, Robert Feidenhans'l til DR Viden: - Vi jagter løsningerne på nogle af de mest komplekse problemstillinger verden står overfor. Tag bare energi - hvis vi kan lære de dybere processer i hvordan planter laver og lagrer energi, kan vi løse mange af verdens problemer, siger han. Selvom det er forskningsfaciliteter med langsigtede mål, så består de jo af en masse dele - både højt specialiserede, men også almindelige dele, som mange ingeniørvirksomheder kan levere. Og for at forskerne kan lykkedes med at lave banebrydende opdagelser i fremtiden, skal der opdyrkes en hel underskov af underleverandører, som kan bygge instrumenterne i dag. Det er meningen med Big Science Business Forum, forklarer Søren Bang Korsholm, seniorforsker ved DTU og stifter af BigScience.dk, en af organisationerne bag Big Science Business Forum: - Der er brug for leverandører her og nu. Og med konferencen prøver vi at vise frem, at man som virksomhed kan samarbejde med mange af de her førende forskningsinstitutioner, hvis man har interessen, siger han til P1 Morgen. Ved konferencen er der udover forskningsinstitutionerne, samlet en lang række virksomheder. Flest fra Frankrig og Spanien. Men på tredjepladsen kommer Danmark. Håbet fra blandt andet Forskningsministeriet er, at Big Science kan blive et vækstområde for Danmark.",Chris Lehmann,Teknologi,2018-02-27T16:02:00+00:00,https://www.dr.dk/nyheder/viden/teknologi/big-science-videnskabens-tunge-drenge-samlet-i-danmark,DR
